Indonesia,Simalungun,Pronounciation,Part of Speech,Sentence Examples & Related Forms
terbengkalai,langkor,lakkor,Adverb,horja mu langkor do totap pekerjaanmuselalu terbengkalai
terberita,luhur,luhur,Verb,ia domma luhur ihuta ai dia sudah terberita di kampung itu
terbesar,junggu,,,
terbit,binsar,bissar,Verb, terbit matahari
terbit,mapoltak ,,,
terbit,poltak,pOlta?,Verb,poltak mataniari matahari terbit;  timur: dompak jabu ai tu hapoltakan rumah itu menghadap ke timur;
terbongkar,tarsungkei,,Verb,
terbongkar,tarsungkei ,,,
terbuang,tarbuang,,,
terbuang buar,tarbuang ,,,
terbuat,tarbahen ,,,
terbujuk,tarelek,,,
terbujuk,tarelek ,,,
terbuka,biha,biha,Verb,
terbuka,habkab,hakkab,Verb,mahua do dingding ni rumahmi habkab sambolah? mengapa dinding rumahmu terbuka sebelah?
terbuka,muget,mugEt,Verb,anggo surat hu sikolah maningan muget kalau surat untuk ke sekolah harus terbuka
terbuka,mungkap,muk:ap,Verb,mungkap tayub rumah ibahen logou atap rumah terbuka
terbuka,talag,talag,Verb,mase domma talag bajuni si Ali ai? kenapa sudah terbuka baju si Ali itu?
terbuka,tanggak,taggak,Verb,mase tanggak labahni rumah ai? mengapa terbuka pintu rumah itu?
terbuka,tarbuha,,,
terbuka,tarbuha ,,,
terbuka,tarsingkap,,,
terbuka,tarsingkap ,,,
terbuka,tarungkap,,,
terbuka,tarungkap ,,,
terbungkus,tarbalut,,,
terbungkus,tarbalut ,,,
terbunuh,tarbunuh,,,
terbunuh bulugarung,tarbunuh ,,,
terburai,ambik ,,,
tercabik,maribak ,,,
tercabut,mumpat,mup:at,Verb,bunga ai mumpat ibahen adik bunga itu tercabut oleh adik
tercabut,tardokdok,,,
tercabut,tarorbat,,Verb,
tercabut,tarorbat ,,,
tercabut,tartompu,,,
tercabut,tartompu ,,,
tercabut,tarumpat,,,
tercabut,tarumpat ,,,
tercabut dokik,tardokdok ,,,
tercabut gagang,mansil,,,
tercabut gagang (misalnya gagang parang),mansil,mansil,Verb,
tercampak,hayap,hayap,Verb,nantuari hayap au hun atas lereng saya tercampak dari atas sepeda semalam
tercampak,mistak,mistak,Verb,mistak ia hun atas karetani ia tercampak dari atas keretanya; 
tercampur,tarsampur,,,
tercampur,tarsampur ,,,
tercampur,tarsotek,,,
tercampur,tarsotek ,,,
tercampur,tartombur,,Verb,
tercampur,tartombur ,,,
tercangkul,tarpangkur,,,
tercangkul,tarpangkur ,,,
tercangkul,tarsangkul,,,
tercangkul sangkup,tarsangkul ,,,
tercari,tartorih ,,,
tercekik,tarpongkik,,,
tercekik,tarpongkik ,,,
tercekik,tarsongkik,,Verb,
tercekik,tarsongkik ,,,
tercekik karena tulang ikan,mongkik,,,
tercelup,tarsolup,,,
tercelup,tarsolup ,,,
tercelupkan,tarsosobhon,,Verb,
tercelupkan,tarsosobhon ,,,
tercetak,tarrokam ,,,
tercincang,tartaktak,,,
tercincang taktak,tartaktak ,,,
tercium,tarsanggoh,,Verb,
tercium,tarummah,,,
tercium sandiri,tarsanggoh ,,,
tercubit,targotik,,,
tercubit gotil,"saling cubit  
targotik ",,,
tercucuk,pantik,panti?,Verb,nahei ni pantik duri kakinya tercucuk duri
tercungkil,tarungkil,,Verb,
tercungkil,tarungkil ,,,
terdapat,tardapot,,,
terdapat,tardapot ,,,
terdiam,tardunam ,,,
terdinding,tardingding,,,
terdinding,tardingding ,,,
terdiri dari,sorba,sOrba,Verb,huta sorba dolog i kampung yang terdiri dari gunung
terdirikan,tarpajongjong,,,
terdirikan,tarpajongjong ,,,
terdorong,"dorong 
taronjar ",,,
terdorong,taronjar,,,
terduri,tarsuga,,,
terduri sugad,tarsuga ,,,
terendam,tarronjam,,Verb,
tergali,tarhuruk,,,
tergali,tarhuruk ,,,
tergali,tarongkal,,,
tergali,tartahur,,,
tergali,tartahur ,,,
tergali,taruhal,,,
tergali,taruhal ,,,
tergantung,galtung,,,
tergantung,tair,tair,Verb,ulangma ipaturut tair andor in halani sangkot hasoman mardalan! jangan dibiarkan tergantung tali-tali itu karena kalau teman berjalan bisa tersangkut
tergarami,tarsirai,,,
tergarami,tarsirai ,,,
tergeletak,darsei,darsEy,Verb,darsei haganupan halani loja semuanya tergeletak karena capek
tergelincir,dayas,dayas,Verb,dayas halani halandit kami tergelincir karena licin
tergelincir,dejet,,,
tergelincir,gayap,gayap,Verb,si Badu gayap i bah paridian si Badu tergelincir di sungai pemandian
tergelincir,leset,lEsEt,Adjective,
tergelincir,payas,payas,Verb,payas au bae hubang aku tergelincir di lumpur
tergelincir,tarjiris ,,,
tergenang,lana,lana,Verb,bah ai lana air itu tergenang
tergenang,mornang,mOrnaG,Verb,sabah nami mornang sawah kami tergenang
tergenang,ornang,OrnaG,Verb,ornang bah i lobei halani jujut  i baen tompoh tergenang air di halaman rumah karena tertutup sampah
tergenang,tolngou,tOlGOw,Verb,i sabahta tolngou bah ni udan  air hujan tergenang di sawah kita
tergendong,"anak yang 
digendong  
tarombah ",,,
tergendong,tarombah,,,
tergendong,tartangking,,Verb,
tergendong tangkir,tartangking ,,,
tergesa,huleteng,,,
tergesa,huliput,,,
tergesa-gesa,hojor,hOjOr,Verb,tergopoh-gopoh
tergesa-gesa,huleteng,hulEtEG,Adjective,ia huleteng laho manjumpahi tunanganni halani porluni dia tergesa-gesa menemui tuna- ngannya karena penting sekali
tergesa-gesa; tergopoh-gopoh,huliput,huliput,Verb,huliput sidea bahen na lau laho ai mereka tergesa-gesa karena mau pergi
tergigit,tardoti,,,
tergigit,tardoti ,,,
tergigit,tarharat ,,,
tergopoh,japa,,,
tergores,"garis  
tarturih ",,,
tergores,golei,golEy,Verb,golei tangai nai hona silon-silon min tergores tanganku terkena kukumu
tergulung,tarhulhul ,,,
terhabiskan,tartagashon,,,
terhabiskan,tartagashon ,,,
terhalang,langlang,,,
terhalang,muntad,muntad,Verb,tulang muntad hu Siantar paman terhalang pergi ke Siantar
terhalang,sungkod,sukkOd,Verb,sangkut (kepala): sungkod ulu hu bae labah ai kepalaku terhalang di pintu itu
terhalang,sungkok,sukkO?,Verb,"ulang i labah, sungkok hasoman mardalan! jangan di pintu, terhalang teman ber- jalan!"
terhalang (disebabkan sesuatu  benda yang melintang),sugad,sugad,Verb,sugad au halani hayu na bartong ai jalanku terhalang karena kayu yang melintang itu
terhalang dengan tiba,targuba ,,,
terhalang; terkendala,langlang,laGlaG,Verb,hanami langlang do hu sikolah halani udan kami terhalang ke sekolah karena hujan
terhambat,tarolat,,,
terhambat,tarolat ,,,
terhapus,tarsasap,,,
terhapus,tarsasap ,,,
terharap,ilir,,,
terharap,tararap,,,
terharap,tararap ,,,
terharap-harap,ilir,ilir,Verb,ilir diri
terhibur,sabou,sabow,Verb,
terhina,tardorun ,,,
terhina,tarhiri,,,
terhina,tarhiri ,,,
terikat,bulut,bulut,Verb,bulut manuk-manuk ai i bagas harangan burung-burung itu terikat di dalam sangkar
terikat,tartambat ,,,
terikat,taruntam,,Verb,
terikat,taruntam ,,,
terikat erat,jotjot,jOtjOt,Verb,"jotjot langboi miut terikat (sampai) tidak dapat bergerak; kuat	(ikatan):	jotjot panangkutni kuat ikatannya;"
terima,jalo,jalo,Verb,"jaloma sibere- bere! terimalah pemberian itu!; jalo- diterima, sebegitu habis;"
terima,tampin,tappin,Verb,": ia manampin	surat	bani harompakni ia menerima surat dari orangtuanya"
terima,tupa,,,
teringat,risou,risOw,Verb,terkenang: au risou bani bapa aku teringat kepada ayah
teringat,tardingat ,,,
teringat,"taringat 
",,,
teringat,taringot,,Verb,
teringat,taringot ,,,
terinjak,tarrojat,,Verb,
terinjak,tarrojat ,,,
teriris,tariris,,,
teriris,tariris ,,,
terisak,marihik ,,,
terisap,"kan  
tarinsop ",,,
terisap,tarinsop,,,
terisi,tarisi,,,
terisi,tarisi ,,,
terjadi,tarjadi ,,,
terjadikan,tarpajadi,,,
terjadikan,tarpajadi ,,,
terjaga,tarjaga,,,
terjaga,tarjaga ,,,
terjala,tarjala,,,
terjala,tarjala ,,,
terjang,tanjak,tajjak,Verb,
terjanjikan,tarpadanhon,,Verb,
terjanjikan padang,tarpadanhon ,,,
terjatuh,mompas,mompas,Verb,
terjatuh,munjei,munjEy,Verb,ia munjei hu nakkon dia terjatuh tadi
terjatuh,muyom,muyOm,Verb,anggi muyom hu bagas bah adik terjatuh ke dalam air
terjatuh,runggang,ruGgaG,Verb,sahalak humbani mahasiswa sastra runggang tingki marbaris hona milas ni ari i barisan seorang mahasiswa sastra terjatuh dalam barisan karena terlalu lama dijemur di panas matahari
terjawab,tarsampang,,Verb,
terjawab sampar,tarsampang ,,,
terjelaskan,tarpajojor,,Adjective,
terjemur,tarjomur,,,
terjemur jon,tarjomur ,,,
terjepit,isat,,,
terjepit,losat,lOsat,Verb,"ulang marguro-guro i labah, holi losat jangan bermain-main di pintu nanti terjepit"
terjepit,targampit,gappit,Verb,tanganni si Badu targampit tangan si Badu terjepit
terjepit,targampit ,,,
terjepit,tarhapit ,,,
terjepit; tindih,isat,isat,Verb,"isat naheiku   i	hayu ai kakiku terjepit di kayu itu; "
terjerat,tarsambil,,Verb,
terjerat,tarsiding,,,
terjerat sambilou,tarsambil ,,,
terjerat sibarangan,tarsiding ,,,
terjerembab,payak,,,
"terjerembab; tarpayak	adv	jatuh		ter- jerembab",payak,paya?,Adverb,"tarpayak		nokkan ambia ai i jai halani madabuh hun ngatas kareta anak muda jatuh	terjerembab		di		sana karena jatuh dari kereta"
terjerumus,puhung,puhuG,Verb,puhung motor hu lombang bus terjerumus ke jurang
terjerumus ke dalam lubang (tentang kaki),losop,lOsOp,Verb,"asok-asok ho holi losop naheimu! pelan-pelan saja, nanti kakimu terperosok!"
terjerumus ke lubang,losop,,,
terjinjing,tarhanting,,,
terjinjing,tarhanting ,,,
terjual,tarjual,,,
terjual,tarjual ,,,
terjumbai,ambir,,,
terjumpa,tarpadomu,,,
terjumpa domuh,tarpadomu ,,,
terjurai,sambei,sabbEy,Verb,jambulanni sambei das hu ban binongeini rambutnya terjurai sampai ke pinggangnya
terka,angka,,,
terkait,tarhait,,,
terkait,tarhait ,,,
terkam,dongkap,dOkkap,Verb,dongkap ma na lang taridah in! tangkaplah yang tidak terlihat itu!
terkam,dorab,dOrab,Raya,2
terkaman,dorabkon ,,,
terkapar,timpal,,,
terkayuh,tarkayuh,,Verb,
terkayuh kedondong,tarkayuh ,,,
terkejar,"kejaran 
tarayak ",,,
terkejut,hidut,hidut,Verb,ahu hidut mangidah parlahouni aku terkejut melihat kelakuannya
terkejut,tardosak ,,,
terkejut,"tarsonggot 
",,,
terkelupas,liklik,liklik,Verb,
terkena,halimataon,,Verb,
terkena,hombunon,,Noun,
terkena,paudan,,Noun,
terkena,"tarhona 
",,,
terkena,tarpangkah,,Verb,
terkena embun,hombunon ,,,
terkena hujan,paudan ,,,
terkena penyakit mata,halimataon ,,,
terkena pukul pangkar,tarpangkah ,,,
terkenal,agoragon,agOragOn,Adjective,partiga-tiga na agoragon pedagang yang terkenal
terkenal barna,tarbarita ,,,
terkenang,manradang ,,,
terkentut,untut,,Verb,
terkentut,"untut 
",,,
terketam,tarhotam,,Verb,
terketam,tarhotam ,,,
terkilir,pogi,,,
terkilir,puhei,puhey,Verb,puhei tanganni halani mamboan hayu na borat tangannya terkilir karena membawa kayu yang berat
terkilir,simpok,sippOk,Verb,: tarsimpok baluyuhu lututku terkilir
terkilir,tarsimpok,,Verb,
terkilir,tarsimpok ,,,
terkira,tarkira,,,
terkira,tarkira ,,,
terkirim,tarhirim,,,
terkirim,tarhirim ,,,
terkotori,tarbutaki,,Verb,
terkotori,tarbutaki ,,,
terkuasai,tarkuasai,,Verb,
terkuasai dapat dikuasai,tarkuasai ,,,
terkuliti,tarhuliti,,,
terkuliti,tarhuliti ,,,
terkumpul,miduk,miduk,Verb,bukuhu miduk tumang i atas meja hang ongga hubaca bukuku terkumpul saja di atas meja tidak pernah kubaca
terkumpul,tarhimpang,,,
terkumpul,tarhimpang ,,,
terkupak,malbang,malbaG,Verb,naheiku malbang hona batu kakiku terkupak kena batu
terkupas,muak,muwa?,Verb,muak halak ai kulit manis nami ter- kupas orang itu kulit manis kami
terkupas,tarhubak,,Verb,
terkupas,tarhubak ,,,
terlalu,mandaohtu,,,
terlalu,maparahtu,,Adjective,
terlalu,pinsurtu,,Adjective,
terlalu,pintortu,,Adjective,
terlalu,rangkahtu,,Adjective,
terlalu,rengestu,,Adjective,
terlalu,sahang,sahaG,Adverb,amat; sangat: sahang ho marosuh bani kau terlalu cinta padanya
terlalu,tumang,tumang,Adverb,
terlalu asin,poda,,,
terlalu asin (terlalu banyak garam),poda,pOda,Adjective,poda daini lowoh on rasa sayur ini terlalu asin
terlalu banyak,bahattu,bahattu,Adverb,
terlalu kecil,etektu,,,
terlalu kenyang,gejeng,gEjEG,Adjective,gejeng dakdanak ai halani bahat mangani anak itu kekenyangan karena banyak makannya
terlalu kuat,gogohtu,,,
terlalu lama,dokahtu,,,
terlalu merah,gergertu,,,
terlalu padat,goktu,,,
terlambat,leat,lEyat,Toba,au leat do hu sikolah saya ter- lambat ke sekolah
terlambat,salhod,salhOd,Verb,salhod roh ia dia datang terlambat
terlambat,"urutan 
tarpudi ",,,
terlampau,liou,liOw,Verb,
terlanjur,tarsop,tarsOp,Adverb,ulangma ho marhoru halani palahoumu domma tarsop sonon! janganlah kau bersedih karena perbuatanmu telah ter- lanjur begini!
terlarikan,"tarlintunhon 
",,,
terlawan,tarimbang ,,,
terlawan,tarlawan,,Verb,
terlawan lape,tarlawan ,,,
terlempar,tardanggur,,,
terlempar,tardanggur ,,,
terlempar,targijig,,,
terlempar,targijig ,,,
terlentang,gadap,gadap,Verb,"i tunjang ni, gadap si Ali ditunjangnya, si Ali terlentang"
terlentang,gadas,gadas,Verb,danak ai gadas ijuljul halak anak itu terlentang ditolak orang
terlentang,garsei,garseyi,Verb,halak au nakkon garsei i jin orang itu terlentang tadi di sana
terlentang,todos,todOs,Verb,"anggo domma modom todos torus das bani sogod kalau sudah  tidur, ia terlentang terus sampai pagi"
terlepas,tarpaluah ,,,
terletak,gajap,gajap,Verb,tao Toba gajab i Sumatera Utara danau Toba terletak di Sumatera Utara
terletak,radag,radag,Verb,hubotoh buku ai radag i atas meja saya melihat buku itu terletak di atas meja
terletak,radean,radEyan,Verb,bahat radean omei i pinggir sabah banyak padi diletakkan di pinggir sawah
terletak (terlentang),radei,radEy,Verb,anggita madabuh radei hu tano adik jatuh terlentang di tanah
terlihat,"penonton  
tartonggor ",,,
terlihat,taridah,,,
terlihat,tartonggor,,,
terlihat jelas,talar,talar,Verb,talar do ganup bani naibata semua terlihat jelas oleh Tuhan
terlihat terang,bilak,,,
terlihat terang bilalang [bilalaG] n empedal bilang [bilaG] v hitung,bilak,bila?,Adjective,
terlindas,targisil ,,,
terlupa,tarlolos ,,,
termakan,tarbonjang,,Verb,
termakan,tarbonjang ,,,
termakan,tarpangan ,,,
termasak,tarlompah ,,,
termasuk,tarmasuk,,,
termasuk mata,tarmasuk ,,,
termatikan,tarpamatei ,,,
termenung,"tartonjan 
",,,
termimpi,nipi ,,,
terminta,tarpindo ,,,
terminum,tarinum ,,,
termuat,tarsiat,,,
termuat,tarsiat ,,,
ternak,pahanan,,,
ternanti,ronggak,,,
ternanti,tarronggak,rOGgak,Verb,ia hundulni taronggak dia duduk ternanti-nanti
ternanti,tarronggak ,,,
ternanti ,ronggak,rOGgak,Verb,ia hundulni taronggak dia duduk ternanti-nanti
ternanti-nanti,tarronggak,,Verb,
ternganga,ngangang,GangaG,Verb,ngangang balbani mangindo mangan mulutnya ternganga minta makan
ternyata,hape,hapE,Particle,"ho do  hape na roh ai nokkan, tene? ternyata kamu yang  datang tadi, ya"
terompah,saleper,salEpEr,Noun,
terompet dari,ole,,,
terong belanda,tiung,tiyuG,Noun,
terpadamkan,tarilohkon,,,
terpadamkan,tarilohkon ,,,
terpaksa,tarpaksa ,,,
terpaku,"tarpaku 
",,,
terpalu,tarpaluhon,,,
terpalu ,tarpaluhon ,,,
terpanasi,tarpamilas ,,,
terpancangkan,"kan  
tarpajoghon ",,,
terpancangkan,tarpajoghon,,,
terpanggil,tardilo ,,,
terpanjat,tartangkih,,Verb,
terpanjat,tartangkih ,,,
terpasang,"masang 
tarpasang ",,,
terpasang,tarpasang,,,
terpatahkan,tarponggol,,Verb,
terpatahkan,tarponggol ,,,
terpatahkan,tarsuakhon,,,
terpatahkan suak,tarsuakhon ,,,
terpatuk,"patok ayam 
tarpagut ",,,
terpatuk,tarpagut,,,
terpegang,"pegangan  
tarjolom ",,,
terpegang,tarjolom,,,
terpejam,"pit 
",,,
terperangkap,tarsorhop,,,
terperangkap,tarsorhop ,,,
terperangkap,tartirangkap,,Verb,
terperangkap,tartirangkap ,,,
terperosok,lusut,lusut,Verb,tarsonggot ia bani lubang ai halani lusut ia terkejut karena terperosok di lubang itu
terpetik,tartilpak,,,
terpetik,tartilpak ,,,
terpijak,tardogei,,,
terpijak,tardogei ,,,
terpijak,targelek ,,,
terpikul,"kan 
tarhallung ",,,
terpikul,tarhallung,,,
terpikul,tarlanja,,,
terpikul,tarlanja ,,,
terpikul,tarpikul ,,,
terpilih,tarpilih,,,
terpilih,tarpilih ,,,
terpintal,taridas,,Verb,
terpintal ido,taridas ,,,
terpisah,tarsirang ,,,
terpotong,tarobog ,,,
terpukul,tarlosing,,,
terpukul lonsing,tarlosing  ,,,
terpulang kepada,dolos,dOlOs,Verb,tikki dolos ma ai jumpah terpulang kepada waktu ia ditemui
terpusing,tarputar,,Verb,
terpusing,tarputar ,,,
terputar,tarpahusor ,,,
terputus,tarrotap  ,,,
terputuskan,tarrotaphon,,,
terputuskan,tarrotaphon ,,,
tersaingi,tarimbangi,,,
tersaingi,tarimbangi ,,,
tersambung,tarubung,,,
tersambung,tarubung ,,,
tersampaikan,padashon,,,
tersampaikan,tarpadas,,Verb,
tersampaikan,tarpadas ,,,
tersampaikan,tarpasampei,,,
tersampaikan,tarpasampei ,,,
tersandung,tartuktuk ,,,
tersangka,tartugat,,Verb,
tersangka,tartugat ,,,
tersangkut,jurak,,,
tersangkut (khusus untuk manusia); terjatuh,jurak,jurak,Verb,jurak au bubagas lombang aku terjatuh (tersangkut) ke jurang
tersaring,tarsayoh,,,
tersaring,tarsayoh ,,,
tersayat,tarsayat ,,,
tersebar,tarsegei,,,
tersebar,tarsegei ,,,
tersebut,tarsobut,,,
tersebut,tarsobut ,,,
tersebut,tarsuligor,,Verb,
tersebut,"tarsuligor 
",,,
tersedak,singgokon,,,
tersedak,tarsinggok,,Verb,
tersedak,"tarsinggok 
",,,
tersedak singgom,singgokon ,,,
tersedu,hangar,,,
tersedu,hasosombopan,,,
tersedu-sedu,hangar,haGar,Verb,
terselesaikan,tardobkon,,Verb,
terselesaikan,tardobkon ,,,
terselip,solat,solat,Verb,buat lobei raotku na solat bani tayup ai
terselip,tarsilip ,,,
terselip di pinggang,halhal,halhal,Verb,halhal do tong balatini ai pisau belatinya itu selalu terselip di pinggang
tersembah,tarsombah,,,
tersembah,tarsombah ,,,
tersembunyi,tarsuni,,,
tersembunyi,tarsuni ,,,
tersendiri,pulig,pulig,Verb,puling juma nami ijai ladang kami tersendiri di sana
tersendiri dan,punjung,,,
tersendiri dan sunyi,punjung,punjuG,Adjective,punjung do huta ai desa terpencil
tersentak,mantod,,,
tersentak,taruntor,,,
tersentak,taruntor ,,,
tersentuh,ansul,assul,Verb,ansul nahei ni bani butu kakinya tersentuh batu
tersentuh,antuk,attu?,Verb,
tersentuh,peos,pEOs,Verb,posah golas halani peos bai batu gelas pecah karena terantuk batu
tersentuh,tardais,,,
tersentuh,tardais ,,,
tersentuh,tardorab ,,,
tersentuh,tartumbuk,,Verb,
tersentuh,tartumbuk ,,,
tersenyum,tarsenggeh,,Verb,
tersenyum,"tarsenggeh 
",,,
tersenyum,tarsirom,,,
tersenyum,tarsirom ,,,
tersepak,tarsipak,,,
tersepak,tarsipak ,,,
tersiksa,marsik ,,,
tersimpan,tarponopkon,,,
tersimpan,tarponopkon ,,,
tersimpan dengan sangat rapi,dimpos,dippos,Verb,"ase ulang taridah omasmin, dimpos baen, da! agar tidak kelihatan emas ini, simpan yang rapi, ya!"
tersimpan rapi,jimpo,jippO,Verb,jimpo do hubaen tanding- tandingan ompung ondi segala peninggalan nenek dahulu tersimpan rapi kubuat
tersindir,tarsember,,,
tersindir semporong,tarsember ,,,
tersinggung,suda,suda,Adjective,sakit hati: suda uhurhu halani hatani perasaanku tersinggung karena kata-katanya
tersisa,tarsulei,,,
tersisa,tarsulei ,,,
tersisipkan,tarsolothon,,,
tersisipkan,tarsolothon ,,,
tersuap,tarsulang ,,,
tersumbat,pitut,pitut,Verb,pitut lubangni igung hidungnya tersumbat
tersumbat,sonson,sOssOn,Verb,"patutma nongnong bah i jon, sonson hape parik ai patutlah tergenang air di sini, parit itu tersumbat rupanya"
tersumbat,tarsumpol,,Verb,
tersumbat,tarsumpol ,,,
tersungkur,durum,durum,Verb,durum hu naporan tersungkur ke semak-semak
tersungkur,jumba,jubba,Verb,jumba ia bai dalan na sompit ai dia tersungkur di jalan yang sempit
tersungkur,unjom,ujjOm,Verb,unjomma au i bagas pudi aku tersungkur di belakang rumah
tersuruh,"anjuran 
tarojur ",,,
tersuruh,tarojur,,,
tersuruk,sugud,sugud,Verb,tersungkur: hutenju ia lanjar sugud kutinju dia sampai ter- sungkur
tersuruk,tarsuruk,,Verb,
tersuruk surung,tarsuruk ,,,
tertahan,tartahan,,,
tertahan,tartahan ,,,
tertahan,tartehan,,Verb,
tertahan,tartehan ,,,
tertajak,tartajak,,Verb,
tertajak,tartajak ,,,
tertampung,tartanggo,,,
tertampung,tartanggo ,,,
tertanam,tarsuan,,,
tertanam,tarsuan ,,,
tertancap,jengkal,jEkkal,Verb,jengkal duri ai bai tanganni duri tertancap di tangannya
tertarik,tarsarad,,Verb,
tertarik,tarsarad ,,,
tertarik,tarsintak,,,
tertarik,tarsintak ,,,
tertarik,tartarik,,,
tertarikan,"tartortorhon 
",,,
tertawa,kikkikan,,,
tertawa,mohol,mOhOl,Verb,ia mohol halani negah dia tertawa karena gembira
tertawa,tartawa ,,,
tertawa gelak-gelak,kikkikan,kikkikan,Verb,kikkikan tongon borngin tertawa gelak-gelak tengah malam
tertawa yang,ngil,,,
tertawa; gelak tawa,haha,,,
tertebas,tartobas,,,
tertebas,tartobas ,,,
tertebus,tartobus,,,
tertebus,tartobus ,,,
tertelan,tartolon,,Verb,
tertelan,tartolon ,,,
tertembak,"kan 
tartembak ",,,
tertembak,tarbodil,,,
tertembak,tarbodil ,,,
tertembak,tartembak,,,
terteng,nonghon ,,,
terterima,tarjalo,,,
terterima,tarjalo ,,,
tertidur,tarpodom ,,,
tertikam,"nikam 
tartiham ",,,
tertikam,tartiham,,,
tertikam,tartobak,,,
tertikam,"tikaman 
tartobak ",,,
tertimbun,tarsasa,,,
tertimbun,tarsasa ,,,
tertimbun,tartamban,,,
tertimbun,tartimbun,,,
tertimbun tambang,tartamban ,,,
tertimbun timbul,tartimbun ,,,
tertimpa,tartipa,,,
tertimpa,tartipa ,,,
tertindih,tartindih,,,
tertindih,tartindih ,,,
tertinggal,tartangguh ,,,
tertipu,tartipu,,,
tertipu,tartipu ,,,
tertitu,"meniru 
tartiru ",,,
tertitu,tartiru,,,
tertiup,tarsompul ,,,
tertolong,"membantu 
pangurupi n dukun bayi 
tarurupi ",,,
tertolong,tarurupi,,,
tertuduh,tartukas,,Verb,
tertukar,tartuhar,,Verb,
tertukar,tartuhar ,,,
tertulang,holi ,,,
tertulis,tarsurat,,,
tertumpah,tardungkap,,,
tertumpah,tardungkap ,,,
tertumpah,tardurhap,,Verb,
tertumpah,tardurhap ,,,
tertumpah,tartungkaphon ,,,
tertumpu di depan,junjun,junjun,Verb,"jonjon jolma i lokki, haru lopas banyak orang di depan, susah lewat"
tertumpu didepan,junjun,,,
tertunduk,tartias,,Verb,
tertunduk,tartias ,,,
tertunduk,tarunduk,,Verb,
tertunduk,tarunduk ,,,
tertunggu,tarpaima ,,,
tertusuk,rujak,rujak,,: nakei ni si Ani rujak bani tarugi kaki si Ani tertusuk oleh lidi aren
tertusuk,tartojok ,,,
tertusuk,tartusuk ,,,
tertutup,binang,binaG,Verb,binang hon labah ai tutup pintu itu
tertutup,jujut,jujut,Verb,"jujut lubangni tertutup lubangnya jukjuk		[jukjuk]  v  jolok:  jukjuk"
tertutup,tarsangkup,,Verb,
tertutup,tarsangkup ,,,
tertutup,tarsongom,,Verb,
tertutup,tarsongom ,,,
tertutup,tartutup,,,
tertutup,tartutup ,,,
tertutup: jotjo rumah ai tertutup rumah itu,jotjot,jOtjOt,Verb,
terubah,tarubah,,,
teruk,tirahap,tirahap,Adjective,parah: na borit tirahap biasani mangutahkon daroh yang sakit teruk biasanya memuntahkan darah
terukur,"tarsibar 
",,,
terukur,tarukur,,,
terukur,tarukur ,,,
terulangi,tarulaki,,Verb,
terulangi,tarulaki ,,,
terung,tuyung,tuyuG,Noun,
terus,landas,landas,Verb,anggo kereta api landas do mardalan paima dapot sitasion kereta api terus berjalan menuju stasiun
terus,lanjar,lanjar,Adverb,
terus,mintor,mintor,Verb,"kaluar sikolah ia mintor hu juma pulang sekolah, dia terus ke ladang"
terus,nunut,nunut,Verb,
terus,torus,torus,Adverb,marhorja torus ia i saba ia bekerja terus di sawah
terus,uget,ugEt,Verb,lanjut: uget mardalan sidea hun tiga mereka teruskan berjalan ke pekan
terusir,tarusir,,,
terusir,tarusir ,,,
terutang,"marutang v berutang 
 
tarutang ",,,
terutang,tarutang,,,
tetak,tanggam,taggam,Verb,: domma itanggam ho hayu ai? sudah engkau tetak kayu itu?; 
tetak yang,pongkah,,,
tetak yang ada pada pohon,pongkah,pOGkah,Verb,mambahen pongkah ni halambir membuat tetak pada pohon kelapa
tetap,ban,ban,Noun,banhon uhurmu
tetap,jojak,jOjak,Verb,domma jojak uhurhu bani Taing hatiku  sudah tetap pada Taing
tetap,jonam,jOnam,Verb,"jonam ibagas bah tetap di dalam air jondo	[jOddO]	v	termenung;"
tetap,pajat,,,
tetap,totap,totap,Verb,"seng pala mabiar ham, totaphon uhurmu! engkau tidak usah takut, kuatkan hatimu!"
tetap; tidak ber- gerak,pajat,pajat,Verb,ijonlah ho pajat di sini saja kamu menetap
tetapi,tapi,tapi,Particle,
tetek,susu,susu,Noun,; 
tetes,harintagtag,,,
tetes,tektek,tEktEk,Verb,titik; : bagod na marbah manektek sali-sali enau yang berair (setelah disadap) menetes sekali-sekali; 
tetes hujan,rintagtag,,,
tetes hujan di atas daun kayu,rintagtag,rintagtag,Noun,
tetes- tetes hujan yang turun dari daun-daunan setelah hujan berhenti,harintagtag,harintagtag,Noun,
tetesan,halintagtag,,,
tetesan air enau yang,pilit,,,
tetesan air enau yang tidak masuk ke dalam bambu penampungan,pilit,pilit,Noun,
tetesan air hujan dari daun-daun kayu setelah hujan berhenti,halintagtag,halintagtag,Noun,
tiang,basikah,basikkah,Noun,ponggol basikah bagas hanami tiang rumah kami rubuh
tiang,tiang,tiyaG,Noun,
tiang  pendek (terdapat pada raumah panggung),pandak,panda?,Noun,pandak ni sopou domma maseda tiang pendek rumahnya sudah rusak
tiang pendek,pandak,,,
tiarap,mogop,mOgOp,Verb,ia mogop halani roh kapal ni musuh dia tiarap karena kapal musuh datang
tiarap,tangkop,takkOp,Verb,halak ai tangkop i atas buhit  orang itu tiarap di atas bukit
tiba,sompong,,,
tiba,tompu,,,
tiba-tiba,sompong,sOppOG,Adverb,sompong do parujungni  goluhni ai tiba-tiba dia sampai di ujung hidupnya (meninggal)
